clean_text,sentimiento,sentimiento_escalado
bhai ’ not canvassing any vote here ’ not party worker lik know whom ’ have vote ’ but shut pappu doesn’ win and ’ the same modi doesn’ there end sthe matter even beneficiary comes tell that got benefit not,0.9309,0.9654499999999999
"anna team modi supporting you
and the support from proud son karnataka ",0.8271,0.91355
congratulations modiji and all team members for this unprecedented success indians feel most secured under the leadership modi,0.8908,0.9454
"some left leaning urban naxals called film makers  have signed petition again the modi government coming power again
but you know what the billion common indians are with him ❤ ",0.7783,0.88915
tried best and they beat best saying “saar duddu mukhya neev kodtirayaake modi vote haakbeku”,0.8555,0.9277500000000001
yaay this match happened wen modi bjp won hey cricket was first played during days nehru congress won jds nikhil yellidiyappa ,0.8689,0.93445
modis political willpower needs once again applauded today without his willpower even the best our institutions cannot perform has given them free hand their best make india super power congratulations the scientists who made possible,0.9781,0.98905
sincerely hope modi will scrap the nonsensical article 370 his second term kuch nahi ukhad payegi jihadi supporter ,0.7964,0.8982
mathematical certainty does not mean modi any person party means natural scientific outcome that inevitable math never wrong ,0.8296,0.9148000000000001
proud our very competent scientists and our bold decisive prime minister modi✌,0.908,0.954
absolutely though interview arnab left chance ask all the important questions but modi usual handled well great explanation dynasty politics  great explanation relations with pakistan  great explanation perceived unemployment,0.962,0.981
karma hits you back today tweeting about how army men are not happy with ,-0.4585,0.27075
modi contested from another seat due fear loosing varanasi rahul contesting due fear loosing from amethi modi was fighting first time varanasi and rahul seat was strong hold once for congress,-0.6808,0.15960000000000002
coz all young india cares for goodies waah modi waah ,0.4588,0.7294
"even bit educated muslims are searching for lies which hve been countered enough 100s times
they dont want modi dont have logical credible counter why isnt the best among the current lot lead the country
only reason for there disliking hate for community",-0.9079,0.04604999999999998
dude arvind you know very well that modi had promise give lacks what you say about this,0.5709,0.78545
the modi govt has been ignoring south india for years that narrative about change now with congress president shri rahulgandhis decision contest from the entire south stands loving support shri rahul gandhi ,0.5994,0.7997000000000001
for them loving modi patriotism they always keep modi above country,0.5994,0.7997000000000001
modi just like ,0.3612,0.6806
the marketing department bjp and modi needs extra appreciation they have spent thousands crores advertisement three bjp pages tops india among advertisement revenue for there you have lead,0.765,0.8825000000000001
dear mamta banerjee you not understand what satellite means necessary for you always bark like street bitch just because you hate modi bloody jihadi haramkhorshame all anti national pigs like you,-0.7269,0.13655
"tax payers money rightly belongs the poor people ill make sure that guard the money from corrupt hands modi program
",-0.5574,0.2213
modi never again good slogan,-0.3412,0.3294
"modi hater
modi liar
modi not secular living this country since modi govt came into the power and living delhi well
when did all happen when people started each other and why this nowhe wasnt even power",-0.6124,0.19379999999999997
barbaric christian world unite and take action also all other religions strangely india christians and muslims are together vote out modi yechury will not open his mouth nor his minions,-0.296,0.352
you are into deep illusion that want modi government dont want modi government,0.0201,0.51005
modi answerable for his footwear then its his fate,0.0,0.5
warm welcome our modi attending program town hall are waiting for interaction with our all are chowkidars your efforts,0.5994,0.7997000000000001
also someone from and modi fan want understand one thing what was your take bjp allying with known militant sympathiser form the govt your state,0.3818,0.6909
"never knew was such good human being until modi raj made realise thank you sahab

ाा",0.6597,0.82985
opened bank account under modi regime will valid ,0.0,0.5
congress now copying everything bjpmodi does against which they and their pidi jurnos went town for the last five years,0.0,0.5
namo with modi photo not violation code conduct ,0.3875,0.69375
caste modi rahul anyone else not important and dont believe fake whatsapp message that rahul muslim firoz gandhi parsi not muslim,0.2411,0.62055
since this country has more corrupt and waiting corrupt instrument like aadhar required pray modi does not comeback otherwise will have choice optional for aadhar,0.5859,0.79295
modi govt’ affordable medicines scheme fails second audit less than year who covers health for theprint reports ,-0.4215,0.28925
"duder mad voting for modi and asking rahul solve problems

well know bjp will get power next yrs
but you guys will ask rahul develop india",-0.25,0.375
the satellite hit mission shakti measured 15m 15m and was moving 10kms the asat missile was also moving roughly the same speed says modi narrating indias success the main bhi chowkidar townhall ,0.5719,0.7859499999999999
you spelled modi wrong,-0.4767,0.26165
jai hind kaa naara only modi the greatest leader,0.6369,0.81845
dear rahul gandhithis not farewe cant choose you our pmmodi jee lacks diyeaur congress taraf sirf 72000 aur bhi sirf crore logon aap agar banna hai lacks nahi kam kam lacks phekte,0.3818,0.6909
